scan_id,barrel,land,bullet,operator,machine,round,unique_id
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox1-Round 1,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox1,Round 1,BL P-1
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox1,Round 2,BL P-3
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox1,Round 2,BL P-4
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox1,Round 2,BL P-5
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox1,Round 2,BL P-6
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox1,Round 2,BL P-1
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox1-Round 2,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox1,Round 2,BL P-2
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox1,Round 3,BL P-2
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox1,Round 3,BL P-3
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox1,Round 3,BL P-4
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox1,Round 3,BL P-5
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox1,Round 3,BL P-6
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox1-Round 3,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox1,Round 3,BL P-1
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox1,Round 4,BL P-3
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox1,Round 4,BL P-4
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox1,Round 4,BL P-5
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox1,Round 4,BL P-6
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox1,Round 4,BL P-1
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox1-Round 4,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox1,Round 4,BL P-2
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox2,Round 1,BL P-3
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox2,Round 1,BL P-4
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox2,Round 1,BL P-5
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox2,Round 1,BL P-6
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox2,Round 1,BL P-1
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox2-Round 1,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox2,Round 1,BL P-2
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox2,Round 2,BL P-2
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox2,Round 2,BL P-3
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox2,Round 2,BL P-4
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox2,Round 2,BL P-5
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox2,Round 2,BL P-6
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox2-Round 2,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox2,Round 2,BL P-1
Barrel Pink-Land 1-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 1,Bullet 1,Anyesha,Sneox2,Round 3,BL P-2
Barrel Pink-Land 2-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 2,Bullet 1,Anyesha,Sneox2,Round 3,BL P-3
Barrel Pink-Land 3-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 3,Bullet 1,Anyesha,Sneox2,Round 3,BL P-4
Barrel Pink-Land 4-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 4,Bullet 1,Anyesha,Sneox2,Round 3,BL P-5
Barrel Pink-Land 5-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 5,Bullet 1,Anyesha,Sneox2,Round 3,BL P-6
Barrel Pink-Land 6-Bullet 1-Anyesha-Sneox2-Round 3,Barrel Pink,Land 6,Bullet 1,Anyesha,Sneox2,Round 3,BL P-1
Barrel Pink-Land 1-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 1,Bullet 1,Carley,Sneox1,Round 1,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 2,Bullet 1,Carley,Sneox1,Round 1,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 3,Bullet 1,Carley,Sneox1,Round 1,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 4,Bullet 1,Carley,Sneox1,Round 1,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 5,Bullet 1,Carley,Sneox1,Round 1,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox1-Round 1,Barrel Pink,Land 6,Bullet 1,Carley,Sneox1,Round 1,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 1,Bullet 1,Carley,Sneox1,Round 2,BL P-6
Barrel Pink-Land 2-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 2,Bullet 1,Carley,Sneox1,Round 2,BL P-1
Barrel Pink-Land 3-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 3,Bullet 1,Carley,Sneox1,Round 2,BL P-2
Barrel Pink-Land 4-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 4,Bullet 1,Carley,Sneox1,Round 2,BL P-3
Barrel Pink-Land 5-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 5,Bullet 1,Carley,Sneox1,Round 2,BL P-4
Barrel Pink-Land 6-Bullet 1-Carley-Sneox1-Round 2,Barrel Pink,Land 6,Bullet 1,Carley,Sneox1,Round 2,BL P-5
Barrel Pink-Land 1-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 1,Bullet 1,Carley,Sneox1,Round 3,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 2,Bullet 1,Carley,Sneox1,Round 3,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 3,Bullet 1,Carley,Sneox1,Round 3,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 4,Bullet 1,Carley,Sneox1,Round 3,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 5,Bullet 1,Carley,Sneox1,Round 3,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox1-Round 3,Barrel Pink,Land 6,Bullet 1,Carley,Sneox1,Round 3,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 1,Bullet 1,Carley,Sneox1,Round 4,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 2,Bullet 1,Carley,Sneox1,Round 4,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 3,Bullet 1,Carley,Sneox1,Round 4,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 4,Bullet 1,Carley,Sneox1,Round 4,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 5,Bullet 1,Carley,Sneox1,Round 4,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox1-Round 4,Barrel Pink,Land 6,Bullet 1,Carley,Sneox1,Round 4,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 1,Bullet 1,Carley,Sneox1,Round 5,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 2,Bullet 1,Carley,Sneox1,Round 5,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 3,Bullet 1,Carley,Sneox1,Round 5,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 4,Bullet 1,Carley,Sneox1,Round 5,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 5,Bullet 1,Carley,Sneox1,Round 5,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox1-Round 5,Barrel Pink,Land 6,Bullet 1,Carley,Sneox1,Round 5,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 1,Bullet 1,Carley,Sneox2,Round 1,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 2,Bullet 1,Carley,Sneox2,Round 1,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 3,Bullet 1,Carley,Sneox2,Round 1,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 4,Bullet 1,Carley,Sneox2,Round 1,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 5,Bullet 1,Carley,Sneox2,Round 1,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox2-Round 1,Barrel Pink,Land 6,Bullet 1,Carley,Sneox2,Round 1,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 1,Bullet 1,Carley,Sneox2,Round 2,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 2,Bullet 1,Carley,Sneox2,Round 2,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 3,Bullet 1,Carley,Sneox2,Round 2,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 4,Bullet 1,Carley,Sneox2,Round 2,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 5,Bullet 1,Carley,Sneox2,Round 2,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox2-Round 2,Barrel Pink,Land 6,Bullet 1,Carley,Sneox2,Round 2,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 1,Bullet 1,Carley,Sneox2,Round 3,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 2,Bullet 1,Carley,Sneox2,Round 3,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 3,Bullet 1,Carley,Sneox2,Round 3,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 4,Bullet 1,Carley,Sneox2,Round 3,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 5,Bullet 1,Carley,Sneox2,Round 3,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox2-Round 3,Barrel Pink,Land 6,Bullet 1,Carley,Sneox2,Round 3,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 1,Bullet 1,Carley,Sneox2,Round 4,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 2,Bullet 1,Carley,Sneox2,Round 4,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 3,Bullet 1,Carley,Sneox2,Round 4,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 4,Bullet 1,Carley,Sneox2,Round 4,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 5,Bullet 1,Carley,Sneox2,Round 4,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox2-Round 4,Barrel Pink,Land 6,Bullet 1,Carley,Sneox2,Round 4,BL P-6
Barrel Pink-Land 1-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 1,Bullet 1,Carley,Sneox2,Round 5,BL P-1
Barrel Pink-Land 2-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 2,Bullet 1,Carley,Sneox2,Round 5,BL P-2
Barrel Pink-Land 3-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 3,Bullet 1,Carley,Sneox2,Round 5,BL P-3
Barrel Pink-Land 4-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 4,Bullet 1,Carley,Sneox2,Round 5,BL P-4
Barrel Pink-Land 5-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 5,Bullet 1,Carley,Sneox2,Round 5,BL P-5
Barrel Pink-Land 6-Bullet 1-Carley-Sneox2-Round 5,Barrel Pink,Land 6,Bullet 1,Carley,Sneox2,Round 5,BL P-6
Barrel Pink-Land 1-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 1,Bullet 1,Connor,Sneox1,Round 1,BL P-1
Barrel Pink-Land 2-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 2,Bullet 1,Connor,Sneox1,Round 1,BL P-2
Barrel Pink-Land 3-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 3,Bullet 1,Connor,Sneox1,Round 1,BL P-3
Barrel Pink-Land 4-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 4,Bullet 1,Connor,Sneox1,Round 1,BL P-4
Barrel Pink-Land 5-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 5,Bullet 1,Connor,Sneox1,Round 1,BL P-5
Barrel Pink-Land 6-Bullet 1-Connor-Sneox1-Round 1,Barrel Pink,Land 6,Bullet 1,Connor,Sneox1,Round 1,BL P-6
Barrel Pink-Land 1-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 1,Bullet 1,Connor,Sneox1,Round 2,BL P-4
Barrel Pink-Land 2-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 2,Bullet 1,Connor,Sneox1,Round 2,BL P-5
Barrel Pink-Land 3-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 3,Bullet 1,Connor,Sneox1,Round 2,BL P-6
Barrel Pink-Land 4-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 4,Bullet 1,Connor,Sneox1,Round 2,BL P-1
Barrel Pink-Land 5-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 5,Bullet 1,Connor,Sneox1,Round 2,BL P-2
Barrel Pink-Land 6-Bullet 1-Connor-Sneox1-Round 2,Barrel Pink,Land 6,Bullet 1,Connor,Sneox1,Round 2,BL P-3
Barrel Pink-Land 1-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 1,Bullet 1,Connor,Sneox1,Round 3,BL P-4
Barrel Pink-Land 2-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 2,Bullet 1,Connor,Sneox1,Round 3,BL P-5
Barrel Pink-Land 3-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 3,Bullet 1,Connor,Sneox1,Round 3,BL P-6
Barrel Pink-Land 4-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 4,Bullet 1,Connor,Sneox1,Round 3,BL P-1
Barrel Pink-Land 5-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 5,Bullet 1,Connor,Sneox1,Round 3,BL P-2
Barrel Pink-Land 6-Bullet 1-Connor-Sneox1-Round 3,Barrel Pink,Land 6,Bullet 1,Connor,Sneox1,Round 3,BL P-3
Barrel Pink-Land 1-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 1,Bullet 1,Connor,Sneox1,Round 4,BL P-1
Barrel Pink-Land 2-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 2,Bullet 1,Connor,Sneox1,Round 4,BL P-2
Barrel Pink-Land 3-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 3,Bullet 1,Connor,Sneox1,Round 4,BL P-3
Barrel Pink-Land 4-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 4,Bullet 1,Connor,Sneox1,Round 4,BL P-4
Barrel Pink-Land 5-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 5,Bullet 1,Connor,Sneox1,Round 4,BL P-5
Barrel Pink-Land 6-Bullet 1-Connor-Sneox1-Round 4,Barrel Pink,Land 6,Bullet 1,Connor,Sneox1,Round 4,BL P-6
Barrel Pink-Land 1-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 1,Bullet 1,Connor,Sneox1,Round 5,BL P-2
Barrel Pink-Land 2-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 2,Bullet 1,Connor,Sneox1,Round 5,BL P-3
Barrel Pink-Land 3-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 3,Bullet 1,Connor,Sneox1,Round 5,BL P-4
Barrel Pink-Land 4-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 4,Bullet 1,Connor,Sneox1,Round 5,BL P-5
Barrel Pink-Land 5-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 5,Bullet 1,Connor,Sneox1,Round 5,BL P-6
Barrel Pink-Land 6-Bullet 1-Connor-Sneox1-Round 5,Barrel Pink,Land 6,Bullet 1,Connor,Sneox1,Round 5,BL P-1
Barrel Pink-Land 1-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 1,Bullet 1,Connor,Sneox2,Round 1,BL P-3
Barrel Pink-Land 2-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 2,Bullet 1,Connor,Sneox2,Round 1,BL P-4
Barrel Pink-Land 3-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 3,Bullet 1,Connor,Sneox2,Round 1,BL P-5
Barrel Pink-Land 4-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 4,Bullet 1,Connor,Sneox2,Round 1,BL P-6
Barrel Pink-Land 5-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 5,Bullet 1,Connor,Sneox2,Round 1,BL P-1
Barrel Pink-Land 6-Bullet 1-Connor-Sneox2-Round 1,Barrel Pink,Land 6,Bullet 1,Connor,Sneox2,Round 1,BL P-2
Barrel Pink-Land 1-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 1,Bullet 1,Connor,Sneox2,Round 2,BL P-1
Barrel Pink-Land 2-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 2,Bullet 1,Connor,Sneox2,Round 2,BL P-2
Barrel Pink-Land 3-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 3,Bullet 1,Connor,Sneox2,Round 2,BL P-3
Barrel Pink-Land 4-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 4,Bullet 1,Connor,Sneox2,Round 2,BL P-4
Barrel Pink-Land 5-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 5,Bullet 1,Connor,Sneox2,Round 2,BL P-5
Barrel Pink-Land 6-Bullet 1-Connor-Sneox2-Round 2,Barrel Pink,Land 6,Bullet 1,Connor,Sneox2,Round 2,BL P-6
Barrel Pink-Land 1-Bullet 1-Connor-Sneox2-Round 3,Barrel Pink,Land 1,Bullet 1,Connor,Sneox2,Round 3,BL P-4
